id,name,position,team,now_cost,expected_points,total_points,minutes
88,Lewis Cook,MID,Bournemouth,49,0.74,1,4
89,Philip Billing,MID,Bournemouth,49,0.0,0,0
90,Alex Scott,MID,Bournemouth,50,2.87,9,66
91,Luis Sinisterra Lucumí,MID,Bournemouth,50,0.0,0,0
92,Romain Faivre,MID,Bournemouth,45,0.0,0,0
93,Hamed Traorè,MID,Bournemouth,45,0.0,0,0
94,Dominic Sadi,MID,Bournemouth,45,0.0,0,0
95,Zain Silcott-Duberry,MID,Bournemouth,44,0.03,0,0
96,Ben Winterburn,MID,Bournemouth,45,0.0,0,0
97,Francisco Evanilson de Lima Barbosa,FWD,Bournemouth,70,4.42,5,90
98,Enes Ünal,FWD,Bournemouth,55,0.0,0,0
99,Daniel Adu-Adjei,FWD,Bournemouth,44,0.0,0,0
100,Junior Kroupi,FWD,Bournemouth,45,1.23,0,0
101,Caoimhín Kelleher,GK,Brentford,45,2.82,2,90
102,Ellery Balcombe,GK,Brentford,40,0.0,0,0
103,Matthew Cox,GK,Brentford,40,0.0,0,0
104,Julian Eyestone,GK,Brentford,40,0.0,0,0
105,Hákon Rafn Valdimarsson,GK,Brentford,40,0.03,0,0
106,Nathan Collins,DEF,Brentford,50,3.23,3,90
107,Keane Lewis-Potter,DEF,Brentford,50,1.52,1,89
108,Kristoffer Ajer,DEF,Brentford,45,0.77,4,7
109,Rico Henry,DEF,Brentford,45,1.9,1,18
110,Michael Kayode,DEF,Brentford,45,2.31,2,82
111,Ethan Pinnock,DEF,Brentford,44,0.41,1,82
112,Mads Roerslev Rasmussen,DEF,Brentford,45,0.0,0,0
113,Sepp van den Berg,DEF,Brentford,45,3.11,1,90
114,Benjamin Arthur,DEF,Brentford,40,0.02,0,0
115,Benjamin Fredrick,DEF,Brentford,40,0.0,0,0
116,Aaron Hickey,DEF,Brentford,40,0.29,1,7
117,Kim Ji-soo,DEF,Brentford,40,0.0,0,0
118,Jayden Meghoma,DEF,Brentford,40,0.0,0,0
119,Bryan Mbeumo,MID,Man Utd,81,3.89,2,90
120,Kevin Schade,MID,Brentford,70,3.61,7,90
121,Mikkel Damsgaard,MID,Brentford,59,3.45,0,0
122,Antoni Milambo,MID,Brentford,54,0.67,0,0
123,Fábio Freitas Gouveia Carvalho,MID,Brentford,49,1.91,7,1
124,Jordan Henderson,MID,Brentford,50,2.23,6,90
125,Vitaly Janelt,MID,Brentford,49,1.06,0,0
126,Mathias Jensen,MID,Brentford,49,1.7,2,72
127,Gustavo Nunes Fernandes Gomes,MID,Brentford,49,0.0,0,0
128,Frank Onyeka,MID,Brentford,50,0.35,0,0
129,Yehor Yarmoliuk,MID,Brentford,50,2.87,3,90
130,Romelle Donovan,MID,Brentford,45,0.0,0,0
131,Yunus Emre Konak,MID,Brentford,44,0.07,0,0
132,Paris Maghoma,MID,Brentford,45,0.08,0,0
133,Myles Peart-Harris,MID,Brentford,45,0.03,0,0
134,Ryan Trevitt,MID,Brentford,45,0.0,0,0
135,Yoane Wissa,FWD,Newcastle,75,0.0,0,0
136,Igor Thiago Nascimento Rodrigues,FWD,Brentford,60,3.87,1,71
137,Iwan Morgan,FWD,Brentford,44,0.0,0,0
138,Jason Steele,GK,Brighton,44,0.03,0,0
139,Bart Verbruggen,GK,Brighton,45,2.8,2,90
140,Tom McGill,GK,Brighton,40,0.0,0,0
141,Carl Rushworth,GK,Brighton,40,0.0,0,0
142,Kjell Scherpen,GK,Brighton,40,0.0,0,0
143,Olivier Boscagli,DEF,Brighton,44,0.85,0,0
144,Diego Coppola,DEF,Brighton,44,0.53,0,0
145,Maxim De Cuyper,DEF,Brighton,45,2.79,1,23
146,Lewis Dunk,DEF,Brighton,45,2.48,2,90
147,Pervis Estupiñán Tenorio,DEF,Brighton,45,0.0,0,0
148,Ferdi Kadıoğlu,DEF,Brighton,44,0.94,4,66
149,Igor Julio dos Santos de Paulo,DEF,West Ham,45,1.67,0,0
150,Tariq Lamptey,DEF,Brighton,44,0.0,0,0
151,Jan Paul van Hecke,DEF,Brighton,45,2.99,3,90
152,Joël Veltman,DEF,Brighton,44,2.38,3,90
153,Adam Webster,DEF,Brighton,44,0.0,0,0
154,Eiran Cashin,DEF,Brighton,40,0.0,0,0
155,Jacob Slater,DEF,Brighton,40,0.01,0,0
156,Charlie Tasker,DEF,Brighton,40,0.01,0,0
157,Mitoma Kaoru,MID,Brighton,64,3.92,7,90
158,Georginio Rutter,MID,Brighton,59,3.62,1,66
159,Solly March,MID,Brighton,58,0.0,0,0
160,Yankuba Minteh,MID,Brighton,59,3.66,6,90
161,Julio Enciso Espínola,MID,Brighton,54,0.0,0,0
162,Brajan Gruda,MID,Brighton,54,2.25,1,23
163,Jack Hinshelwood,MID,Brighton,53,1.3,1,2
164,Matt O'Riley,MID,Brighton,55,0.0,0,0
165,Abdallah Sima,MID,Brighton,54,0.0,0,0
166,Yasin Ayari,MID,Brighton,49,2.9,2,87
167,Carlos Baleba,MID,Brighton,49,3.16,0,24
168,Facundo Buonanotte,MID,Chelsea,49,0.28,1,45
169,Diego Gómez Amarilla,MID,Brighton,50,1.66,0,0
170,James Milner,MID,Brighton,50,0.24,1,65
171,Jeremy Sarmiento Morante,MID,Brighton,49,0.0,0,0
172,Tom Watson,MID,Brighton,49,0.18,0,0
173,Mats Wieffer,MID,Brighton,50,0.92,0,0
174,Malick Yalcouyé,MID,Brighton,50,0.0,0,0
175,Joe Knight,MID,Brighton,45,0.0,0,0
176,Adrian Mazilu,MID,Brighton,45,0.0,0,0
177,Andrew Moran,MID,Brighton,45,0.0,0,0
178,Danny Welbeck,FWD,Brighton,63,3.38,2,66
179,Evan Ferguson,FWD,Brighton,55,0.0,0,0
180,Stefanos Tzimas,FWD,Brighton,54,0.68,1,23
181,Charalampos Kostoulas,FWD,Brighton,49,0.25,0,0
182,James Trafford,GK,Man City,50,0.92,0,0
183,Max Weiß,GK,Burnley,45,0.02,0,0
184,Etienne Green,GK,Burnley,40,0.0,0,0
185,Václav Hladký,GK,Burnley,40,0.0,0,0
186,Connor Roberts,DEF,Burnley,44,0.34,0,0
187,Kyle Walker,DEF,Burnley,45,1.99,2,90
188,Hannes Delcroix,DEF,Burnley,40,0.08,0,0
189,Owen Dodgson,DEF,Burnley,40,0.0,0,0
190,Hjalmar Ekdal,DEF,Burnley,40,2.49,4,90
191,Maxime Estève,DEF,Burnley,40,2.51,4,90
192,Quilindschy Hartman,DEF,Burnley,40,2.0,4,90
193,Bashir Humphreys,DEF,Burnley,40,0.34,0,0
194,Jordan Beyer,DEF,Burnley,40,0.1,0,0
195,Lucas Pires Silva,DEF,Burnley,40,0.27,0,0
196,Shurandy Sambo,DEF,Burnley,40,0.0,0,0
197,Oliver Sonne,DEF,Burnley,40,0.62,0,0
199,Joe Worrall,DEF,Burnley,40,0.17,1,4
200,Jaidon Anthony,MID,Burnley,55,2.93,3,88
201,Manuel Benson Hedilazio,MID,Burnley,54,0.0,0,0
202,Jacob Bruun Larsen,MID,Burnley,54,2.45,0,0
203,Enock Agyei,MID,Burnley,49,0.05,0,0
204,Darko Churlinov,MID,Burnley,49,0.0,0,0
205,Josh Cullen,MID,Burnley,50,2.65,3,62
206,Marcus Edwards,MID,Burnley,49,0.76,0,0
207,Hannibal Mejbri,MID,Burnley,50,2.35,1,27
208,Luca Koleosho,MID,Burnley,50,0.0,0,0
209,Josh Laurent,MID,Burnley,49,1.07,2,90
210,Loum Tchaouna,MID,Burnley,49,0.49,3,62
211,Aaron Ramsey,MID,Burnley,44,0.0,0,0
212,Oluwaseun Adewumi,MID,Burnley,45,0.0,0,0
213,Jaydon Banel,MID,Burnley,45,0.05,0,0
214,Mike Trésor Ndayishimiye,MID,Burnley,45,0.08,0,0
215,Zian Flemming,FWD,Burnley,54,1.59,0,0
216,Zeki Amdouni,FWD,Burnley,49,0.0,0,0
217,Lyle Foster,FWD,Burnley,50,2.77,2,85
218,Ashley Barnes,FWD,Burnley,44,0.45,0,0
219,Michael Obafemi,FWD,Burnley,44,0.0,0,0
220,Robert Lynch Sánchez,GK,Chelsea,50,3.52,2,90
221,Filip Jörgensen,GK,Chelsea,44,0.03,0,0
222,Mike Penders,GK,Chelsea,40,0.0,0,0
223,Gabriel Słonina,GK,Chelsea,40,0.0,0,0
224,Marc Cucurella Saseta,DEF,Chelsea,61,4.01,1,45
225,Reece James,DEF,Chelsea,55,1.79,1,45
226,Trevoh Chalobah,DEF,Chelsea,51,3.61,3,90
227,Levi Samuels Colwill,DEF,Chelsea,48,0.0,0,0
228,Malo Gusto,DEF,Chelsea,50,3.03,0,0
229,Benoît Badiashile Mukinayi,DEF,Chelsea,44,0.32,0,0
230,Wesley Fofana,DEF,Chelsea,44,0.49,1,45
231,Mamadou Sarr,DEF,Chelsea,45,0.0,0,0
232,Tosin Adarabioyo,DEF,Chelsea,45,3.25,1,90
233,Josh Acheampong,DEF,Chelsea,40,0.93,0,0
234,Aarón Anselmino,DEF,Chelsea,40,0.0,0,0
235,Cole Palmer,MID,Chelsea,104,1.08,7,34
236,Pedro Lomba Neto,MID,Chelsea,70,4.36,2,90
237,Enzo Fernández,MID,Chelsea,66,4.31,4,90
238,Estêvão Almeida de Oliveira Gonçalves,MID,Chelsea,65,3.81,0,0
239,Jamie Bynoe-Gittens,MID,Chelsea,63,2.75,1,55
240,Christopher Nkunku,MID,Chelsea,59,0.0,0,0
241,Moisés Caicedo Corozo,MID,Chelsea,55,3.62,12,90
242,Kiernan Dewsbury-Hall,MID,Everton,50,3.84,2,90
243,Tyrique George,MID,Chelsea,49,0.12,0,45
244,Roméo Lavia,MID,Chelsea,49,0.33,0,0
245,Mykhailo Mudryk,MID,Chelsea,50,0.0,0,0
246,Andrey Nascimento dos Santos,MID,Chelsea,45,0.82,0,0
247,Dário Luís Essugo,MID,Chelsea,44,0.0,0,0
248,Kendry Páez Andrade,MID,Chelsea,45,0.0,0,0
249,João Pedro Junqueira de Jesus,FWD,Chelsea,77,4.52,7,78
250,Liam Delap,FWD,Chelsea,63,1.59,0,0
251,Nicolas Jackson,FWD,Chelsea,65,0.0,0,0
252,Marc Guiu Paz,FWD,Chelsea,44,1.06,0,0
253,Dean Henderson,GK,Crystal Palace,50,3.94,6,90
254,Walter Benítez,GK,Crystal Palace,40,0.04,0,0
255,Remi Matthews,GK,Crystal Palace,40,0.0,0,0
256,Daniel Muñoz Mejía,DEF,Crystal Palace,56,5.09,5,90
257,Maxence Lacroix,DEF,Crystal Palace,50,4.73,6,90
258,Tyrick Mitchell,DEF,Crystal Palace,50,4.44,6,90
259,Borna Sosa,DEF,Crystal Palace,50,0.99,0,0
260,Marc Guéhi,DEF,Crystal Palace,46,4.26,6,90
261,Chris Richards,DEF,Crystal Palace,45,4.29,6,90
262,Chadi Riad Dnanou,DEF,Crystal Palace,40,0.0,0,0
263,Nathaniel Clyne,DEF,Crystal Palace,40,1.26,0,0
264,Rob Holding,DEF,Crystal Palace,40,0.0,0,0
265,Caleb Kporha,DEF,Crystal Palace,40,0.0,0,0
266,Eberechi Eze,MID,Arsenal,75,3.97,6,78
267,Ismaïla Sarr,MID,Crystal Palace,65,0.0,0,0
268,Cheick Doucouré,MID,Crystal Palace,49,0.0,0,0
269,Romain Esse,MID,Crystal Palace,49,0.74,0,0
270,Will Hughes,MID,Crystal Palace,49,2.91,3,90
271,Daichi Kamada,MID,Crystal Palace,50,3.87,3,90
272,Jefferson Lerma Solís,MID,Crystal Palace,50,2.6,3,68
273,Adam Wharton,MID,Crystal Palace,50,0.0,0,0
274,Asher Agbinone,MID,Crystal Palace,45,0.03,0,0
275,Naouirou Ahamada,MID,Crystal Palace,45,0.07,0,0
276,Justin Devenny,MID,Crystal Palace,45,1.72,1,21
277,Malcolm Ebiowei,MID,Crystal Palace,45,0.0,0,0
278,Jesurun Rak-Sakyi,MID,Crystal Palace,44,0.03,0,0
279,Matheus França de Oliveira,MID,Crystal Palace,45,0.0,0,0
280,David Ozoh,MID,Crystal Palace,45,0.0,0,0
281,Kaden Rodney,MID,Crystal Palace,45,0.01,0,0
282,Franco Umeh-Chibueze,MID,Crystal Palace,45,0.01,0,0
283,Jean-Philippe Mateta,FWD,Crystal Palace,75,5.44,2,90
284,Eddie Nketiah,FWD,Crystal Palace,54,0.0,0,0
285,Odsonne Édouard,FWD,Crystal Palace,50,0.0,0,0
286,Zach Marsh,FWD,Crystal Palace,45,0.02,0,0
287,Jordan Pickford,GK,Everton,55,3.25,6,90
288,Mark Travers,GK,Everton,45,0.03,0,0
289,Harry Tyrer,GK,Everton,40,0.0,0,0
290,Jarrad Branthwaite,DEF,Everton,53,0.0,0,0
291,James Tarkowski,DEF,Everton,55,4.07,8,90
292,Vitalii Mykolenko,DEF,Everton,49,0.29,0,0
293,Jake O'Brien,DEF,Everton,50,3.52,6,90
294,Séamus Coleman,DEF,Everton,44,0.43,0,0
295,Michael Keane,DEF,Everton,45,3.44,6,90
296,Nathan Patterson,DEF,Everton,44,0.0,0,0
297,Roman Dixon,DEF,Everton,40,0.08,0,0
298,Reece Welch,DEF,Everton,40,0.09,0,0
299,Iliman Ndiaye,MID,Everton,65,1.07,5,90
300,Dwight McNeil,MID,Everton,58,1.51,0,0
301,Carlos Alcaraz Durán,MID,Everton,54,2.67,0,0
302,Idrissa Gana Gueye,MID,Everton,54,3.38,3,90
303,James Garner,MID,Everton,50,3.29,5,90
304,Tim Iroegbunam,MID,Everton,50,0.83,2,65
305,Harrison Armstrong,MID,Everton,45,0.0,0,0
306,Callum Bates,MID,Everton,45,0.01,0,0
307,Coby Ebere,MID,Everton,45,0.01,0,0
308,Isaac Heath,MID,Everton,45,0.0,0,0
309,Jenson Metcalfe,MID,Everton,45,0.0,0,0
310,Thierno Barry,FWD,Everton,59,2.32,1,15
311,Norberto Bercique Gomes Betuncal,FWD,Everton,54,2.99,2,74
312,Youssef Ramalho Chermiti,FWD,Everton,49,0.0,0,0
313,Martin Sherif,FWD,Everton,44,0.0,0,0
314,Bernd Leno,GK,Fulham,50,3.52,8,90
315,Steven Benda,GK,Fulham,40,0.0,0,0
316,Antonee Robinson,DEF,Fulham,50,3.99,0,0
317,Joachim Andersen,DEF,Fulham,45,3.83,10,90
318,Calvin Bassey,DEF,Fulham,45,3.54,9,90
319,Timothy Castagne,DEF,Fulham,45,0.83,0,0
320,Issa Diop,DEF,Fulham,44,0.82,0,0
321,Jorge Cuenca Barreno,DEF,Fulham,45,0.43,0,0
322,Kenny Tete,DEF,Fulham,45,3.82,6,90
323,Samuel Amissah,DEF,Fulham,40,0.15,0,0
324,Alex Iwobi,MID,Fulham,65,3.88,3,75
325,Emile Smith Rowe,MID,Fulham,59,1.65,1,30
326,Adama Traoré Diarra,MID,Fulham,54,1.67,1,30
327,Andreas Hoelgebaum Pereira,MID,Fulham,53,0.0,0,0
328,Ryan Sessegnon,MID,Fulham,54,0.95,3,90
329,Harry Wilson,MID,Fulham,54,2.05,1,59
330,Sander Berge,MID,Fulham,50,3.46,4,83
331,Tom Cairney,MID,Fulham,49,0.64,1,6
332,Saša Lukić,MID,Fulham,50,3.24,6,90
333,Martial Godo,MID,Fulham,45,0.0,0,0
334,Luke Harris,MID,Fulham,45,0.0,0,0
335,Josh King,MID,Fulham,45,3.34,1,59
336,Harrison Reed,MID,Fulham,44,0.47,0,0
337,Raúl Jiménez Rodríguez,FWD,Fulham,64,2.91,1,6
338,Rodrigo Muniz Carvalho,FWD,Fulham,55,3.56,2,83
339,Illan Meslier,GK,Leeds,44,0.0,0,0
340,Alex Cairns,GK,Leeds,40,0.0,0,0
341,Karl Darlow,GK,Leeds,40,2.82,3,90
342,Jayden Bogle,DEF,Leeds,45,2.99,2,90
343,Pascal Struijk,DEF,Leeds,45,2.67,2,90
344,Jaka Bijol,DEF,Leeds,40,1.15,0,0
345,Sebastiaan Bornauw,DEF,Leeds,40,0.39,0,0
346,Sam Byram,DEF,Leeds,40,0.59,0,0
347,Gabriel Gudmundsson,DEF,Leeds,40,2.87,0,90
348,Joe Rodon,DEF,Leeds,40,2.91,4,90
349,Isaac Schmidt,DEF,Leeds,40,0.0,0,0
350,Brenden Aaronson,MID,Leeds,54,1.23,5,76
351,Wilfried Gnonto,MID,Leeds,54,2.39,1,1
352,Jack Harrison,MID,Leeds,54,1.04,1,22
353,Daniel James,MID,Leeds,54,2.62,1,11
354,Ethan Ampadu,MID,Leeds,49,2.04,4,90
355,Sam Greenwood,MID,Leeds,49,0.0,0,0
356,Ilia Gruev,MID,Leeds,50,2.16,0,0
357,Largie Ramazani,MID,Leeds,49,0.0,0,0
358,Tanaka Ao,MID,Leeds,49,1.77,0,0
359,Charlie Crew,MID,Leeds,45,0.0,0,0
360,Joe Gelhardt,MID,Leeds,45,0.0,0,0
361,Darko Gyabi,MID,Leeds,45,0.0,0,0
362,Joël Piroe,FWD,Leeds,54,0.93,0,0
363,Patrick Bamford,FWD,Leeds,49,0.0,0,0
364,Mateo Joseph Fernández-Regatillo,FWD,Leeds,50,0.0,0,0
365,Lukas Nmecha,FWD,Leeds,50,0.8,1,21
366,Alisson Becker,GK,Liverpool,55,4.08,6,90
367,Giorgi Mamardashvili,GK,Liverpool,44,0.04,0,0
368,Ármin Pécsi,GK,Liverpool,40,0.0,0,0
369,Freddie Woodman,GK,Liverpool,40,0.0,0,0
370,Jeremie Frimpong,DEF,Liverpool,59,1.24,4,3
371,Milos Kerkez,DEF,Liverpool,60,4.22,0,37
372,Andrew Robertson,DEF,Liverpool,59,0.78,1,52
373,Virgil van Dijk,DEF,Liverpool,60,4.73,8,90
374,Ibrahima Konaté,DEF,Liverpool,55,4.18,9,86
375,Conor Bradley,DEF,Liverpool,50,3.08,0,45
376,Joe Gomez,DEF,Liverpool,50,0.46,0,0
377,Konstantinos Tsimikas,DEF,Liverpool,49,0.0,0,0
381,Mohamed Salah,MID,Liverpool,145,7.68,9,90
382,Florian Wirtz,MID,Liverpool,84,5.08,3,86
383,Luis Díaz Marulanda,MID,Liverpool,80,0.0,0,0
384,Cody Gakpo,MID,Liverpool,77,5.2,3,90
385,Federico Chiesa,MID,Liverpool,65,0.31,1,18
386,Alexis Mac Allister,MID,Liverpool,64,3.18,1,45
387,Dominik Szoboszlai,MID,Liverpool,65,4.46,3,90
388,Curtis Jones,MID,Liverpool,54,1.55,0,0
389,Harvey Elliott,MID,Aston Villa,54,2.91,1,19
390,Ryan Gravenberch,MID,Liverpool,55,3.62,3,90
391,Ben Gannon-Doak,MID,Bournemouth,50,1.07,0,0
392,Endo Wataru,MID,Liverpool,50,0.59,0,0
393,Stefan Bajčetić Maquieira,MID,Liverpool,44,0.02,0,0
394,James McConnell,MID,Liverpool,44,0.0,0,0
395,Tyler Morton,MID,Liverpool,45,0.0,0,0
396,Trey Nyoni,MID,Liverpool,44,0.02,0,0
397,Darwin Núñez Ribeiro,FWD,Liverpool,65,0.0,0,0
398,Jayden Danns,FWD,Liverpool,44,0.02,0,0
399,Ederson Santana de Moraes,GK,Man City,53,0.0,0,0
400,Stefan Ortega Moreno,GK,Man City,49,0.0,0,0
401,Marcus Bettinelli,GK,Man City,40,0.0,0,0
402,Rayan Aït-Nouri,DEF,Man City,60,3.79,0,0
403,Joško Gvardiol,DEF,Man City,58,1.0,6,90
404,Manuel Akanji,DEF,Man City,54,0.0,0,0
405,Nathan Aké,DEF,Man City,54,2.46,1,2
406,Abdukodir Khusanov,DEF,Man City,54,2.41,8,90
407,Matheus Nunes,DEF,Man City,54,1.61,0,0
408,Rúben dos Santos Gato Alves Dias,DEF,Man City,55,2.69,6,90
409,John Stones,DEF,Man City,55,3.2,0,0
410,Rico Lewis,DEF,Man City,50,2.67,0,0
411,Nico O'Reilly,DEF,Man City,49,1.38,6,90
412,Vitor de Oliveira Nunes dos Reis,DEF,Man City,50,0.0,0,0
413,Omar Marmoush,MID,Man City,84,0.0,0,0
414,Phil Foden,MID,Man City,80,1.68,12,90
415,Sávio Moreira de Oliveira,MID,Man City,69,0.0,1,13
416,Bernardo Mota Veiga de Carvalho e Silva,MID,Man City,64,2.95,6,87
417,Rayan Cherki,MID,Man City,64,0.0,0,0
418,Jérémy Doku,MID,Man City,64,2.78,10,76
419,Jack Grealish,MID,Everton,68,3.62,2,90
420,İlkay Gündoğan,MID,Man City,63,0.0,0,0
421,Rodrigo 'Rodri' Hernandez Cascante,MID,Man City,64,3.4,3,75
422,Mateo Kovačić,MID,Man City,60,0.66,0,0
423,Nico González Iglesias,MID,Man City,60,1.11,1,14
424,Oscar Bobb,MID,Man City,55,2.88,1,3
425,Claudio Echeverri,MID,Man City,54,0.0,0,0
426,James McAtee,MID,Nott'm Forest,54,1.49,1,17
427,Tijjani Reijnders,MID,Man City,57,3.94,3,90
428,Sverre Nypan,MID,Man City,50,0.0,0,0
429,Kalvin Phillips,MID,Man City,49,0.01,0,0
430,Erling Haaland,FWD,Man City,141,6.25,13,86
431,Altay Bayındır,GK,Man Utd,50,2.37,2,90
432,André Onana,GK,Man Utd,49,0.0,0,0
433,Elyh Harrison,GK,Man Utd,40,0.0,0,0
434,Tom Heaton,GK,Man Utd,40,0.0,0,0
435,Dermot Mee,GK,Man Utd,40,0.0,0,0
436,Matthijs de Ligt,DEF,Man Utd,50,2.49,1,90
437,Lisandro Martínez,DEF,Man Utd,49,0.0,0,0
438,Noussair Mazraoui,DEF,Man Utd,49,1.31,1,61
439,Diego León Blanco,DEF,Man Utd,44,0.6,0,0
440,Diogo Dalot Teixeira,DEF,Man Utd,45,0.0,0,0
441,Patrick Dorgu,DEF,Man Utd,45,2.27,1,90
442,Harry Maguire,DEF,Man Utd,44,1.1,1,28
443,Luke Shaw,DEF,Man Utd,45,2.19,1,90
444,Leny Yoro,DEF,Man Utd,45,2.19,1,61
445,Harry Amass,DEF,Man Utd,40,0.0,0,0
446,Tyler Fredricson,DEF,Man Utd,40,0.19,0,0
447,Ayden Heaven,DEF,Man Utd,40,0.18,0,0
448,Tyrell Malacia,DEF,Man Utd,40,0.02,0,0
449,Bruno Borges Fernandes,MID,Man Utd,90,4.93,2,90
450,Matheus Santos Carneiro da Cunha,MID,Man Utd,80,0.99,0,0
451,Marcus Rashford,MID,Man Utd,70,0.0,0,0
452,Amad Diallo,MID,Man Utd,64,3.21,2,90
